step,layer,gamma_mag,beta_mag,gamma_var_tokens,beta_var_tokens,val_loss,ppl
34000,2,1.477169,0.353243,0.037835,0.015591,4.4551,86.06
34000,3,1.505527,0.196818,0.029758,0.013999,4.4551,86.06
34000,4,1.483186,0.176243,0.023716,0.011674,4.4551,86.06
34000,5,1.399089,0.236143,0.063244,0.040221,4.4551,86.06
34000,6,1.473127,0.435897,0.058373,0.057775,4.4551,86.06
34000,7,1.358136,0.362852,0.077046,0.055556,4.4551,86.06
34000,8,1.5835,0.416728,0.15481,0.051842,4.4551,86.06
34000,9,1.76373,0.421578,0.193377,0.054646,4.4551,86.06
34000,10,2.067621,0.596898,0.321275,0.110254,4.4551,86.06
34000,11,2.584208,0.811347,0.588717,0.214687,4.4551,86.06
35000,0,1.049778,0.165033,0.002889,0.001429,4.4477,85.43
35000,1,1.390651,0.299033,0.01673,0.007686,4.4477,85.43
35000,2,1.482221,0.354978,0.037366,0.0151,4.4477,85.43
35000,3,1.515016,0.200649,0.030235,0.013662,4.4477,85.43
35000,4,1.50681,0.180028,0.023696,0.011429,4.4477,85.43
35000,5,1.384966,0.231506,0.062978,0.040521,4.4477,85.43
35000,6,1.480245,0.439448,0.059996,0.058508,4.4477,85.43
35000,7,1.402221,0.38643,0.074899,0.055636,4.4477,85.43
35000,8,1.584702,0.412752,0.145459,0.049455,4.4477,85.43
35000,9,1.789381,0.431483,0.18303,0.051958,4.4477,85.43
35000,10,2.054234,0.590188,0.303057,0.104367,4.4477,85.43
35000,11,2.620368,0.828403,0.631283,0.227286,4.4477,85.43
36000,0,1.048204,0.164117,0.003052,0.001537,4.4629,86.74
36000,1,1.397814,0.305576,0.017697,0.00817,4.4629,86.74
36000,2,1.4738,0.346742,0.037512,0.015096,4.4629,86.74
36000,3,1.530565,0.202182,0.030058,0.013414,4.4629,86.74
36000,4,1.494637,0.178334,0.024464,0.011641,4.4629,86.74
36000,5,1.4218,0.236336,0.064238,0.039626,4.4629,86.74
36000,6,1.496494,0.44894,0.060569,0.05841,4.4629,86.74
36000,7,1.396254,0.384102,0.076242,0.055215,4.4629,86.74
36000,8,1.578616,0.41147,0.150558,0.050613,4.4629,86.74
36000,9,1.741306,0.412416,0.195092,0.055427,4.4629,86.74
36000,10,2.096617,0.612154,0.290158,0.100446,4.4629,86.74
36000,11,2.618526,0.824183,0.620853,0.223328,4.4629,86.74
37000,0,1.05296,0.164814,0.003176,0.001561,4.4271,83.69
37000,1,1.404323,0.30687,0.018428,0.00826,4.4271,83.69
37000,2,1.470908,0.346247,0.038911,0.014795,4.4271,83.69
37000,3,1.525946,0.199735,0.027022,0.012212,4.4271,83.69
37000,4,1.510747,0.179076,0.024549,0.011485,4.4271,83.69
37000,5,1.429564,0.243636,0.065178,0.041105,4.4271,83.69
37000,6,1.500112,0.452459,0.060811,0.058903,4.4271,83.69
37000,7,1.398219,0.385705,0.077287,0.055823,4.4271,83.69
37000,8,1.564641,0.406877,0.147424,0.050253,4.4271,83.69
37000,9,1.745746,0.414056,0.179415,0.051399,4.4271,83.69
37000,10,2.087222,0.609396,0.299217,0.103671,4.4271,83.69
37000,11,2.6102,0.816172,0.655974,0.233588,4.4271,83.69
38000,0,1.053086,0.168275,0.003185,0.001605,4.438,84.61
38000,1,1.4068,0.310617,0.017016,0.007825,4.438,84.61
38000,2,1.477243,0.348042,0.041649,0.015766,4.438,84.61
38000,3,1.524465,0.196495,0.030676,0.013224,4.438,84.61
38000,4,1.505975,0.175861,0.023256,0.011002,4.438,84.61
38000,5,1.417533,0.236816,0.063657,0.039466,4.438,84.61
38000,6,1.490629,0.440092,0.058292,0.056541,4.438,84.61
38000,7,1.369963,0.365176,0.078287,0.054246,4.438,84.61
38000,8,1.554185,0.40285,0.16668,0.05299,4.438,84.61
38000,9,1.752579,0.416791,0.186375,0.052526,4.438,84.61
38000,10,2.08667,0.608549,0.290717,0.101026,4.438,84.61
38000,11,2.635215,0.827259,0.598245,0.214229,4.438,84.61
39000,0,1.056026,0.167341,0.00332,0.001669,4.4069,82.01
39000,1,1.418041,0.318614,0.01728,0.007879,4.4069,82.01
39000,2,1.475758,0.352434,0.040993,0.015457,4.4069,82.01
39000,3,1.53878,0.200687,0.028195,0.012506,4.4069,82.01
39000,4,1.52202,0.181124,0.025804,0.011879,4.4069,82.01
39000,5,1.436716,0.239538,0.063968,0.039737,4.4069,82.01
39000,6,1.499168,0.442231,0.057262,0.054827,4.4069,82.01
39000,7,1.389564,0.375839,0.077996,0.054627,4.4069,82.01
39000,8,1.571935,0.41089,0.156848,0.051679,4.4069,82.01
39000,9,1.692715,0.391344,0.182345,0.051383,4.4069,82.01
39000,10,2.074729,0.601476,0.296887,0.102621,4.4069,82.01
39000,11,2.641493,0.830698,0.613422,0.218613,4.4069,82.01
40000,0,1.057756,0.170311,0.003397,0.001747,4.4025,81.65
40000,1,1.388405,0.305029,0.017351,0.007876,4.4025,81.65
40000,2,1.49883,0.352422,0.038743,0.014295,4.4025,81.65
40000,3,1.547225,0.20003,0.028004,0.012399,4.4025,81.65
40000,4,1.534521,0.181604,0.023297,0.01111,4.4025,81.65
40000,5,1.437695,0.239353,0.060982,0.038164,4.4025,81.65
40000,6,1.504303,0.449666,0.058539,0.055958,4.4025,81.65
40000,7,1.408711,0.38608,0.076663,0.054263,4.4025,81.65
40000,8,1.621382,0.425329,0.14471,0.048831,4.4025,81.65
40000,9,1.762571,0.419955,0.185202,0.05204,4.4025,81.65
40000,10,2.098413,0.615354,0.290921,0.100735,4.4025,81.65
40000,11,2.678082,0.84879,0.629511,0.224172,4.4025,81.65
41000,0,1.059373,0.170593,0.003373,0.001738,4.419,83.01
41000,1,1.413076,0.31624,0.016865,0.007827,4.419,83.01
41000,2,1.489863,0.355304,0.041388,0.015221,4.419,83.01
41000,3,1.540338,0.199351,0.029517,0.012798,4.419,83.01
41000,4,1.525567,0.18055,0.023782,0.010959,4.419,83.01
41000,5,1.442678,0.240533,0.062873,0.038807,4.419,83.01
41000,6,1.50492,0.447592,0.057075,0.055045,4.419,83.01
41000,7,1.374769,0.362228,0.074691,0.052073,4.419,83.01
41000,8,1.574738,0.405583,0.143294,0.047581,4.419,83.01
41000,9,1.793439,0.432269,0.182828,0.051564,4.419,83.01
41000,10,2.121189,0.628294,0.289697,0.100357,4.419,83.01
41000,11,2.633244,0.822956,0.591396,0.209074,4.419,83.01
42000,0,1.05901,0.172718,0.00349,0.001794,4.4038,81.76
42000,1,1.413611,0.31736,0.016879,0.007866,4.4038,81.76
42000,2,1.481439,0.351543,0.038461,0.014561,4.4038,81.76
42000,3,1.550367,0.203423,0.029012,0.012884,4.4038,81.76
42000,4,1.536586,0.18133,0.023315,0.011076,4.4038,81.76
42000,5,1.46028,0.24739,0.064011,0.039709,4.4038,81.76
42000,6,1.511267,0.451903,0.05849,0.055581,4.4038,81.76
42000,7,1.393166,0.373463,0.072624,0.051082,4.4038,81.76
42000,8,1.584074,0.411033,0.141394,0.04732,4.4038,81.76
42000,9,1.733857,0.407655,0.185944,0.052201,4.4038,81.76
42000,10,2.09332,0.615658,0.28271,0.098116,4.4038,81.76
42000,11,2.639201,0.825261,0.592317,0.209529,4.4038,81.76
43000,0,1.060748,0.174812,0.003668,0.001934,4.4089,82.18
43000,1,1.410784,0.31635,0.016832,0.007734,4.4089,82.18
43000,2,1.502434,0.359768,0.038065,0.013994,4.4089,82.18
43000,3,1.543956,0.199381,0.028609,0.012284,4.4089,82.18
43000,4,1.525321,0.178256,0.022379,0.010724,4.4089,82.18
43000,5,1.45409,0.245089,0.065867,0.040385,4.4089,82.18
43000,6,1.518773,0.456127,0.059231,0.05614,4.4089,82.18
43000,7,1.395051,0.371955,0.073794,0.051291,4.4089,82.18
43000,8,1.56691,0.40398,0.147623,0.048272,4.4089,82.18
43000,9,1.751677,0.415384,0.175169,0.04966,4.4089,82.18
43000,10,2.092736,0.615907,0.280053,0.097126,4.4089,82.18
43000,11,2.617726,0.812431,0.616924,0.216598,4.4089,82.18
44000,0,1.062728,0.174799,0.003722,0.001987,4.4092,82.2
44000,1,1.408303,0.316539,0.017598,0.008272,4.4092,82.2
44000,2,1.497044,0.35945,0.037893,0.01426,4.4092,82.2
44000,3,1.555515,0.202876,0.028813,0.012708,4.4092,82.2
44000,4,1.532407,0.180123,0.022923,0.010798,4.4092,82.2
44000,5,1.465657,0.245314,0.066375,0.040242,4.4092,82.2
44000,6,1.511843,0.451299,0.057215,0.054142,4.4092,82.2
44000,7,1.414688,0.381989,0.070983,0.050218,4.4092,82.2
44000,8,1.579858,0.407355,0.146076,0.048279,4.4092,82.2
44000,9,1.745296,0.411937,0.172809,0.048656,4.4092,82.2
44000,10,2.088309,0.614481,0.280368,0.097516,4.4092,82.2
44000,11,2.631131,0.820012,0.612505,0.214724,4.4092,82.2
45000,0,1.062665,0.175527,0.003613,0.001887,4.4039,81.77
45000,1,1.411502,0.314619,0.017442,0.007939,4.4039,81.77
45000,2,1.493735,0.355798,0.03821,0.014259,4.4039,81.77
45000,3,1.551356,0.201415,0.028829,0.012578,4.4039,81.77
45000,4,1.53595,0.178564,0.022629,0.010461,4.4039,81.77
45000,5,1.453771,0.241665,0.065374,0.039294,4.4039,81.77
45000,6,1.519477,0.452378,0.056154,0.053269,4.4039,81.77
45000,7,1.402283,0.375217,0.074692,0.051606,4.4039,81.77
45000,8,1.581737,0.410937,0.146464,0.048424,4.4039,81.77
45000,9,1.741867,0.411141,0.176597,0.049667,4.4039,81.77
45000,10,2.090413,0.613333,0.277718,0.097041,4.4039,81.77
45000,11,2.632161,0.81993,0.607286,0.212804,4.4039,81.77
46000,0,1.065017,0.176274,0.003755,0.00198,4.3906,80.69
46000,1,1.41138,0.319814,0.017422,0.008145,4.3906,80.69
46000,2,1.508661,0.362468,0.037541,0.013728,4.3906,80.69
46000,3,1.563102,0.203802,0.02928,0.012677,4.3906,80.69
46000,4,1.538842,0.179741,0.022001,0.010254,4.3906,80.69
46000,5,1.463277,0.243509,0.064569,0.038916,4.3906,80.69
46000,6,1.517429,0.451338,0.056851,0.053505,4.3906,80.69
46000,7,1.402259,0.374202,0.072787,0.050365,4.3906,80.69
46000,8,1.572983,0.408439,0.146678,0.048227,4.3906,80.69
46000,9,1.746642,0.414462,0.169462,0.048072,4.3906,80.69
46000,10,2.078112,0.61148,0.277108,0.096503,4.3906,80.69
46000,11,2.687021,0.84736,0.619382,0.216929,4.3906,80.69
47000,0,1.064899,0.178241,0.003686,0.001933,4.3901,80.65
47000,1,1.414444,0.316801,0.016826,0.007824,4.3901,80.65
47000,2,1.507406,0.365837,0.038421,0.014643,4.3901,80.65
47000,3,1.557216,0.202232,0.028878,0.012487,4.3901,80.65
47000,4,1.547865,0.178884,0.023297,0.010414,4.3901,80.65
47000,5,1.465142,0.242991,0.063234,0.038272,4.3901,80.65
47000,6,1.525167,0.455349,0.057029,0.053509,4.3901,80.65
47000,7,1.400322,0.373989,0.077414,0.052088,4.3901,80.65
47000,8,1.595442,0.414887,0.148616,0.048042,4.3901,80.65
47000,9,1.738401,0.41127,0.175798,0.049532,4.3901,80.65
47000,10,2.067523,0.605115,0.276024,0.095982,4.3901,80.65
47000,11,2.642012,0.821645,0.617393,0.215238,4.3901,80.65
48000,0,1.066944,0.179431,0.004015,0.002189,4.3953,81.07
48000,1,1.424215,0.320642,0.016605,0.007735,4.3953,81.07
48000,2,1.500065,0.358031,0.040305,0.014511,4.3953,81.07
48000,3,1.578538,0.207401,0.029431,0.012885,4.3953,81.07
48000,4,1.550055,0.181626,0.023781,0.010388,4.3953,81.07
48000,5,1.457262,0.240358,0.063047,0.038107,4.3953,81.07
48000,6,1.515062,0.447905,0.055937,0.05256,4.3953,81.07
48000,7,1.383868,0.362541,0.0748,0.050456,4.3953,81.07
48000,8,1.557686,0.399859,0.146871,0.047962,4.3953,81.07
48000,9,1.724527,0.405253,0.175143,0.049497,4.3953,81.07
48000,10,2.099528,0.621123,0.276879,0.096847,4.3953,81.07
48000,11,2.635956,0.81783,0.634761,0.220104,4.3953,81.07
49000,0,1.067807,0.177251,0.003883,0.002065,4.3898,80.62
49000,1,1.4394,0.331676,0.016506,0.007683,4.3898,80.62
49000,2,1.498859,0.36394,0.040925,0.014822,4.3898,80.62
49000,3,1.559191,0.2007,0.029045,0.012436,4.3898,80.62
49000,4,1.559123,0.180826,0.023437,0.010415,4.3898,80.62
49000,5,1.458662,0.240573,0.063687,0.038204,4.3898,80.62
49000,6,1.522228,0.452018,0.056019,0.052441,4.3898,80.62
49000,7,1.401948,0.371157,0.07473,0.050478,4.3898,80.62
49000,8,1.5608,0.403989,0.155173,0.049733,4.3898,80.62
49000,9,1.708138,0.398036,0.185324,0.051829,4.3898,80.62
49000,10,2.093998,0.616942,0.272676,0.095603,4.3898,80.62
49000,11,2.631899,0.813985,0.638412,0.221607,4.3898,80.62
